exchange,market,best bid (USD),bid depth (LINK), best ask (USD),ask depth (LINK), market price (USD),total depth (LINK)
yobit,LINK/USD,1.16650505,7.19568289,1.29772471,0.11342254,1.1685413138461949,7.30910543
